cleaned,normalized,field_name,created_at
炭火焼肉屋さかい 田辺店,炭火焼肉屋さかい田辺店,店舗名,2025-07-28T05:49:29.205121
鎌倉パスタ 名古屋パルコ店,鎌倉パスタ名古屋パルコ店,店舗名,2025-07-28T05:49:29.673753
(株)サルーン,サルーン,店舗名,2025-07-28T05:49:30.130506
地元のお寿司屋さん 黒潮,地元のお寿司屋さん黒潮,店舗名,2025-07-28T05:49:30.764246
イタリアンダイニングDONA 中野坂上店,イタリアンダイニングDONA 中野坂上店,店舗名,2025-07-28T05:49:33.325385
かみむら牧場 府中店,上村牧場府中,店舗名,2025-07-28T05:49:33.867826
魚魚丸 津島店 様,魚魚丸津島店,店舗名,2025-07-28T05:58:16.336716
大阪市西淀川区役所 住民情報窓口 様,大阪市西淀川区役所住民情報窓口,店舗名,2025-07-28T05:58:16.910514
コキヤ 国際通り店 様,コキヤ国際通り店,店舗名,2025-07-28T05:58:17.409769
サイゼリヤ 水沢あてるい店 様,サイゼリヤ水沢あてるい店,店舗名,2025-07-28T05:58:17.921986
金星パスタ くずはモール店 様,金星パスタくずはモール店,店舗名,2025-07-28T05:58:18.528090
濵かつ 貝津店 様,濱かつ貝津,店舗名,2025-07-28T05:58:18.975984
濵かつ 時津店 様,濱かつ時津店,店舗名,2025-07-28T05:58:19.412608
鎌倉パスタ イオンモール伊丹店 様,鎌倉パスタイオンモール伊丹店,店舗名,2025-07-28T05:58:20.127943
アコーディア・ガーデン 茅ヶ崎 様,アコーディア・ガーデン茅ヶ崎,店舗名,2025-07-28T05:58:20.707406
赤から 東静岡駅南店 様,赤から東静岡駅南店,店舗名,2025-07-28T05:58:21.222136
濵かつ みらい長崎店 様,濱かつみらい長崎店,店舗名,2025-07-28T05:58:21.695678
天丼てんや 東松山店 様,天丼てんや東松山店,店舗名,2025-07-28T05:58:22.211010
鎌倉パスタ 名古屋パルコ店 様,鎌倉パスタ名古屋パルコ店,店舗名,2025-07-28T05:58:22.699749
うなぎ 林屋 様,うなぎ林屋,店舗名,2025-07-28T05:58:23.265512
ESPRESSO D WORKS 所沢店 様,エスプレッソディーワークス所沢,店舗名,2025-07-28T05:58:23.987966
寿司虎 菊陽店 様,寿司虎菊陽店,店舗名,2025-07-28T05:58:24.899129
ごはん屋 さくら 様,ごはん屋さくら,店舗名,2025-07-28T05:58:25.420407
餃子の王将 武蔵境駅前店 様,餃子の王将武蔵境駅前店,店舗名,2025-07-28T05:58:26.053112
くら寿司 四日市店 様,くら寿司四日市店,店舗名,2025-07-28T05:58:26.502599
くら寿司アトレ大森店 様,くら寿司アトレ大森店,店舗名,2025-07-28T05:58:26.934146
くら寿司 今川店 様,くら寿司今川店,店舗名,2025-07-28T05:58:27.445318
くら寿司 精華町店 様,くら寿司精華町店,店舗名,2025-07-28T05:58:27.890637
くら寿司小倉徳力店 様,くら寿司小倉徳力店,店舗名,2025-07-28T05:58:28.389476
焼肉 丸惠 松縄店 様,焼肉丸惠松縄店,店舗名,2025-07-28T05:58:28.919627
丸源ラーメン 柏新富町店 様,丸源ラーメン柏新富町店,店舗名,2025-07-28T05:58:29.393218
焼肉きんぐ 大阪三津屋店 様,焼肉きんぐ大阪三津屋店,店舗名,2025-07-28T05:58:30.329129
濱かつ アミュプラザ長崎店 様,濱かつアミュプラザ長崎店,店舗名,2025-07-28T05:58:31.126458
くら寿司 和歌山花山店 様,くら寿司和歌山花山店,店舗名,2025-07-28T05:58:31.639401
焼肉きんぐ 福岡千早店 様,焼肉きんぐ千早,店舗名,2025-07-28T05:58:32.183523
焼肉きんぐ 鹿児島宇宿店 様,焼肉きんぐ宇宿,店舗名,2025-07-28T05:58:32.856023
焼肉きんぐ 福山王子店 様,焼肉きんぐ福山王子店,店舗名,2025-07-28T05:58:33.560842
焼肉きんぐ 別府店 様,焼肉きんぐ別府店,店舗名,2025-07-28T05:58:34.117845
焼肉きんぐ 苫小牧店 様,焼肉きんぐ苫小牧店,店舗名,2025-07-28T05:58:34.585391
やよい軒 銀座インズ店 様,やよい軒銀座インズ店,店舗名,2025-07-28T05:58:35.139136
築地食堂源ちゃん マークイズみなとみらい店 様,築地食堂源ちゃんマークイズみなとみらい店,店舗名,2025-07-28T05:58:35.675501
寿司虎 都城店 様,寿司虎都城店,店舗名,2025-07-28T05:58:36.285542
焼肉きんぐ 福山御幸店 様,焼肉きんぐ福山御幸店,店舗名,2025-07-28T05:58:36.825595
鎌倉パスタ なかもず店 様,鎌倉パスタなかもず店,店舗名,2025-07-28T05:58:37.525323
マルサ水産 津島店 様,マルサ水産津島店,店舗名,2025-07-28T05:58:38.066564
寿司虎 鹿屋店 様,寿司虎鹿屋店,店舗名,2025-07-28T05:58:38.735810
寿司虎 新別府店 様,寿司虎新別府店,店舗名,2025-07-28T05:58:39.275461
餃子の王将 枚方店 様,餃子の王将枚方店,店舗名,2025-07-28T05:58:39.777983
くら寿司 芥川店 様,くら寿司芥川店,店舗名,2025-07-28T05:58:40.515031
くら寿司 神戸有野店 様,くら寿司神戸有野店,店舗名,2025-07-28T05:58:41.077415
くら寿司 江坂店 様,くら寿司江坂店,店舗名,2025-07-28T05:58:41.560824
焼肉きんぐ 福岡原店 様,焼肉きんぐ福岡原店,店舗名,2025-07-28T05:58:42.128502
焼肉きんぐ 蒲郡店 様,焼肉きんぐ蒲郡店,店舗名,2025-07-28T05:58:42.584418
焼肉きんぐ 西条店 様,焼肉きんぐ西条店,店舗名,2025-07-28T05:58:43.031396
焼肉仔虎 エスパル仙台店 様,焼肉仔虎エスパル仙台店,店舗名,2025-07-28T05:58:43.507167
寿司虎 麻生田本店 様,寿司虎麻生田本店,店舗名,2025-07-28T05:58:44.147495
餃子の王将 尼宝線寺本店 様,餃子の王将尼宝線寺本,店舗名,2025-07-28T05:58:44.673742
くら寿司 寝屋川店 様,くら寿司寝屋川店,店舗名,2025-07-28T05:58:45.601759
焼肉きんぐ 盛岡盛南店 様,焼肉きんぐ盛南店,店舗名,2025-07-28T05:58:46.125823
焼肉あぐり 朝日庵 様,焼肉あぐり朝日庵,店舗名,2025-07-28T05:58:46.740905
餃子の王将 新開地店 様,餃子の王将新開地店,店舗名,2025-07-28T05:58:47.304905
くら寿司 西大路七条店 様,くら寿司西大路七条店,店舗名,2025-07-28T05:58:47.857049
焼肉きんぐ 鹿屋バイパス店 様,焼肉キング鹿屋バイパス店,店舗名,2025-07-28T05:58:50.925716
焼肉きんぐ 那覇久茂地店 様,焼肉きんぐ久茂地店,店舗名,2025-07-28T05:58:51.424345
ステーキのあさくま 春日井店 様,ステーキのあさくま春日井店,店舗名,2025-07-28T05:58:51.978156
のうえんカフェ グリーンファーム館山店 様,農園カフェ グリーンファーム館山店,店舗名,2025-07-28T05:58:52.567346
焼肉きんぐ 砺波店 様,焼肉きんぐ砺波店,店舗名,2025-07-28T05:58:53.109050
丸源ラーメン 掛尾店 様,丸源ラーメン掛尾店,店舗名,2025-07-28T05:58:53.649337
でりかおんどる 新大久保本店 様,でりかおんどる新大久保本店,店舗名,2025-07-28T05:58:54.150497
でりかおんどる 新大久保 2号店 様,でりかおんどる新大久保2号店,店舗名,2025-07-28T05:58:54.776523
麺場 田所商店 イオンモール岡崎店 様,麺場田所商店岡崎イオン店,店舗名,2025-07-28T05:58:55.481111
麺場 田所商店 霧島国分店 様,麺場田所霧島国分店,店舗名,2025-07-28T05:58:56.011026
挽き肉のトリコ 渋谷店 様,挽き肉のトリコ渋谷店,店舗名,2025-07-28T05:58:56.622971
WOODY 様,WOODY,店舗名,2025-07-28T05:58:57.192965
鎌倉パスタ 京都伏見店 様,鎌倉パスタ京都伏見店,店舗名,2025-07-28T05:58:57.809517
焼肉きんぐ 吉田店 様,焼肉キング吉田店,店舗名,2025-07-28T05:58:58.268671
天下一品 柏店 様,天下一品柏店,店舗名,2025-07-28T05:58:58.835736
石焼ステーキ贅 県央店 様,石焼ステーキ贅県央店,店舗名,2025-07-28T05:58:59.449244
eggg park 様,eggg park,店舗名,2025-07-28T05:58:59.974857
麺場 田所商店 宮崎店 様,田所商店宮崎店,店舗名,2025-07-28T05:59:00.457477
カルビ屋三夢 稲田店 様,カルビ屋三夢稲田,店舗名,2025-07-28T05:59:01.022987
カルビ屋三夢 中野店 様,カルビ屋三夢中野店,店舗名,2025-07-28T05:59:01.577827
くら寿司 尼崎下坂部店 様,くら寿司尼崎下坂部店,店舗名,2025-07-28T05:59:02.041307
十勝豚丼いっぴん ステラプレイス店 様,十勝豚丼いっぴんステラプレイス店,店舗名,2025-07-28T05:59:02.608252
アンパンマンヘアサロン仙台 様,アンパンマンヘアサロン仙台,店舗名,2025-07-28T05:59:03.208542
味楽亭 様,味楽亭,店舗名,2025-07-28T05:59:03.649085
アンパンマンヘアサロン神戸 様,アンパンマンヘアサロン神戸,店舗名,2025-07-28T05:59:04.206774
カルビ屋三夢 諏訪店 様,カルビ屋三夢諏訪店,店舗名,2025-07-28T05:59:04.800090

